,observed_on,place_guess,latitude,longitude,place_state_name,scientific_name,common_name,iconic_taxon_name,park,state,ParkName,Park
10039,2019-07-27,"Glacier National Park, Polebridge, MT, US",48.669835192200004,-113.8668710872,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
10040,2019-11-23,"Grand Teton National Park, Jackson, WY, US",43.64733667,-110.73002,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10041,2019-07-26,"Glacier National Park, Essex, MT, US",48.7039496157,-113.7746188221,Montana,Ovis canadensis,Bighorn Sheep,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
10042,2019-11-23,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",40.3481894592,-105.6592511294,Colorado,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
10043,2019-11-23,"约塞米蒂国家公园, Yosemite National Park, CA, US",37.7482333333,-119.5928116667,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
10044,2019-07-30,"Yellowstone National Park, US",44.8397750314,-110.2020066891,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10045,2019-07-31,"Yellowstone National Park, Alta, WY, US",44.55178,-110.3976583333,Wyoming,Geomyidae,Pocket Gophers,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10046,2019-11-24,"Grand Teton National Park, Kelly, WY, US",43.6501111572,-110.6238642145,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10047,2019-09-25,"Yellowstone National Park, Park County, US-WY, US",44.600546164799994,-110.7405637556,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10048,2019-09-25,"Yellowstone National Park, Park County, US-WY, US",44.609521038900006,-110.7386249629,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10049,2019-09-26,"Yellowstone National Park, Park County, US-WY, US",44.476518284799994,-110.2713909041,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10050,2019-09-26,"Yellowstone National Park, Park County, US-WY, US",44.4153477449,-110.2826571751,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10051,2019-09-26,"Yellowstone National Park, Park County, US-WY, US",44.466720870100005,-110.3599010375,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10052,2017-07-08,"Yellowstone National Park, Cody, WY, US",44.9864852134,-110.69324045399999,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10053,2017-07-09,"Yellowstone National Park, US",44.8316993547,-110.3059236187,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10054,2017-07-09,"Yellowstone National Park, US",44.9240073547,-110.2605285874,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10055,2017-07-09,"Yellowstone National Park, US-WY, US",44.554357789099996,-110.58367540559999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10056,2017-07-09,"Yellowstone National Park, Alta, WY, US",44.537559692399995,-110.4358893491,Wyoming,Neotamias minimus,Least Chipmunk,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10057,2017-07-09,"Yellowstone National Park, Cody, WY, US",44.63767382899999,-110.44170187969999,Wyoming,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10058,2017-07-10,"Yellowstone National Park, US-WY, US",44.554739767,-110.32915314979999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10059,2017-07-10,"Yellowstone National Park, US",44.540361730600004,-110.8581928071,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10060,2017-07-10,"Yellowstone National Park, Cody, WY, US",44.7105553537,-110.7465653781,Wyoming,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10061,2017-07-10,"Yellowstone National Park, US-WY, US",44.500819024399995,-110.4317548305,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10062,2017-07-11,"Grand Teton National Park, Jackson, WY, US",43.612218123199995,-110.7912653117,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10063,2019-11-23,"Cuyahoga Valley National Park, Summit County, US-OH, US",41.1893076053,-81.5801512176,Ohio,Odocoileus virginianus,White-tailed Deer,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
10064,2019-07-21,"Yellowstone National Park, Cody, WY, US",44.8285449202,-110.4515016173,Wyoming,Cynomys ludovicianus,Black-tailed Prairie Dog,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10065,2019-11-24,"Cuyahoga Valley National Park, Cuyahoga County, US-OH, US",41.3167,-81.58785,Ohio,Odocoileus virginianus,White-tailed Deer,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
10066,2019-11-23,"Big Bend National Park, Brewster County, US-TX, US",29.379098535,-103.28576454520001,Texas,Ursus americanus eremicus,East Mexican Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10067,2019-11-23,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0879418843,-119.69507543600001,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
10068,2019-11-25,"Big Bend National Park, Brewster County, US-TX, US",29.3553532402,-103.3816901024,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10069,2019-11-25,"Big Bend National Park, Brewster County, US-TX, US",29.2702255249,-103.3009109497,Texas,Odocoileus virginianus,White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10070,2017-07-24,"Glacier Bay National Park, Hoonah-Angoon County, US-AK, US",58.7522004563,-136.0340837992,Alaska,Enhydra lutris kenyoni,Northern Sea Otter,Mammalia,Glacier Bay National Park,AK,Glacier Bay ,Glacier Bay NP & PRES
10071,2019-11-25,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Larimer County, US-CO, US",40.36014416,-105.58719237,Colorado,Sciurus aberti,Abert's Squirrel,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
10072,2017-07-17,"Denali National Park, Denali County, US-AK, US",63.5338463066,-149.9543483362,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10073,2019-06-30,"Rocky Mountain National Park, Estes Park, CO, US",40.3571567085,-105.701978965,Colorado,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
10074,2012-08-28,"Denali National Park, Denali County, US-AK, US",63.5097922959,-150.33399904799998,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10075,2012-08-28,"Denali National Park, Denali County, US-AK, US",63.4910752503,-149.7971657451,Alaska,Canis lupus,Gray Wolf,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10076,2019-11-25,"Big Bend National Park, Brewster County, US-TX, US",29.3675969918,-103.2655279814,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10077,2015-02-10,"Redwood National and State Parks, Trinidad, CA, US",41.3212582089,-124.0406432093,California,Cervus canadensis roosevelti,Roosevelt Elk,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
10078,2019-11-25,"Great Smoky Mountains National Park, Gatlinburg, TN, US",35.6889470761,-83.5381678444,Tennessee,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,Great Smoky Mountains National Park,TN,Great Smoky Mountains ,Great Smoky Mountains NP
10079,2019-09-26,"Grand Teton National Park, Jackson, WY, US",43.7768085112,-110.59795181770001,Wyoming,Cervus canadensis,Wapiti,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10080,2019-09-26,"Grand Teton National Park, Jackson, WY, US",43.743472269799994,-110.6939781427,Wyoming,Antilocapra americana,Pronghorn,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10081,2019-09-26,"Yellowstone National Park, Alta, WY, US",44.3465260468,-110.5230906817,Wyoming,Odocoileus hemionus,Mule Deer,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10082,2019-09-27,"Yellowstone National Park, Teton County, US-WY, US",44.54575751,-110.5451375062,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10083,2019-09-27,"Grand Teton National Park, Jackson, WY, US",43.841081843599994,-110.5082958117,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10084,2019-09-25,"Yellowstone National Park, Alta, WY, US",44.5360696541,-110.51184254200001,Wyoming,Ochotona princeps,American Pika,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10085,2019-09-23,"Grand Teton National Park, Jackson, WY, US",43.7639062251,-110.6851853581,Wyoming,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10086,2011-05-10,"Big Bend National Park, Brewster County, US-TX, US",29.359788748699998,-103.246989536,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10087,2019-11-25,"Big Bend National Park, Brewster County, US-TX, US",29.3937215627,-103.2178366162,Texas,Ursus americanus eremicus,East Mexican Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10088,2019-09-24,"Yellowstone National Park, US",44.9422638536,-110.3086705672,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10089,2019-09-19,"Rocky Mountain National Park, Granby, CO, US",40.2673993833,-105.6674297591,Colorado,Cervus canadensis,Wapiti,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
10090,2008-08-04,"Denali National Park, Denali County, US-AK, US",63.718027,-149.256871,Alaska,Lepus americanus,Snowshoe Hare,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10091,2008-08-05,"Denali National Park, Denali County, US-AK, US",63.6080640446,-149.339200958,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10092,2008-08-05,"Denali National Park, Denali County, US-AK, US",63.4672370566,-149.73688456690002,Alaska,Canis lupus,Gray Wolf,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10093,2008-08-06,"Denali National Park, Denali County, US-AK, US",63.740106000000004,-149.29376499999998,Alaska,Marmota caligata,Hoary Marmot,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
10094,2019-11-26,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.0419005838,-119.74714061590001,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
10095,2008-07-27,"Wrangell-St. Elias National Park, Valdez-Cordova County, US-AK, US",61.434541,-142.932097,Alaska,Alces alces,Moose,Mammalia,Wrangell-St. Elias National Park,AK,Wrangell-St. Elias ,Wrangell-St. Elias NP & PRES
10097,2019-11-27,"Saguaro National Park - Tucson Mountain District (West), Tucson, AZ, US",32.27116333,-111.15685283,Arizona,Pecari tajacu,Collared Peccary,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
10098,2019-11-26,"Big Bend National Park, Brewster County, US-TX, US",29.236882076500002,-103.3147473122,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10099,2019-11-26,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.0464628053,-112.12023303209999,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10101,2019-11-29,"Yellowstone National Park, Park County, US-WY, US",44.884859711800004,-110.22100497219999,Wyoming,Canis latrans,Coyote,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10102,2019-11-29,"Yellowstone National Park, US",44.977666845600005,-110.3292231942,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10103,2019-11-29,"Yellowstone National Park, Cody, WY, US",44.905497788999995,-110.7322922292,Wyoming,Canis latrans,Coyote,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10104,2019-11-29,"Yellowstone National Park, US",44.8440506945,-110.24459770719999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10105,2019-11-29,"Yellowstone National Park, Gardiner, MT, US",45.0106234959,-110.6938204831,Montana,Ovis canadensis,Bighorn Sheep,Mammalia,Yellowstone National Park,MT,Yellowstone ,Yellowstone NP
10106,2019-11-29,"Everglades National Park, Homestead, FL, US",25.381345,-80.61765333,Florida,Mammalia,Mammals,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
10107,2019-11-29,"Yosemite National Park, Yosemite National Park, CA, US",37.7153279219,-119.6637163461,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
10108,2019-11-29,"Yosemite National Park, Yosemite National Park, CA, US",37.720520948600004,-119.66160856549999,California,Odocoileus hemionus californicus,California Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
10109,2019-10-26,"Death Valley National Park, Independence, CA, US",36.82301333,-117.17009667,California,Parastrellus hesperus,Canyon Bat,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
10110,2019-11-26,"Zion National Park, Springdale, UT, US",37.29078333,-112.9479,Utah,Otospermophilus variegatus,Rock Squirrel,Mammalia,Zion National Park,UT,Zion ,Zion NP
10111,2019-11-27,"Zion National Park, Springdale, UT, US",37.25068667,-112.95728333,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
10112,2019-11-25,"Zion National Park, Springdale, UT, US",37.25106167,-112.95638333,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
10113,2019-05-01,"Saguaro National Park - Tucson Mountain District (West), Tucson, AZ, US",32.2864552645,-111.1670517031,Arizona,Otospermophilus variegatus,Rock Squirrel,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
10114,2019-09-18,"Yellowstone National Park, Gardiner, MT, US",45.0270778333,-110.70408666670001,Montana,Antilocapra americana,Pronghorn,Mammalia,Yellowstone National Park,MT,Yellowstone ,Yellowstone NP
10115,2019-09-18,"Yellowstone National Park, US",44.48461367189999,-110.8652141809,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10116,2019-09-18,"Yellowstone National Park, US-WY, US",44.686204497700004,-110.7802269328,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10117,2019-11-30,"Zion National Park, Springdale, UT, US",37.25248667,-112.95843667,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
10118,2019-11-30,"Yellowstone National Park, Gardiner, MT, US",44.9979688254,-110.6932334632,Montana,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,MT,Yellowstone ,Yellowstone NP
10119,2019-11-30,"Yellowstone National Park, Park County, US-WY, US",44.9223597342,-110.4309155789,Wyoming,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10120,2018-08-08,"Glacier National Park, Flathead County, US-MT, US",48.6599313046,-113.7508010815,Montana,Ursus arctos horribilis,Grizzly Bear,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
10121,2019-11-29,"Shenandoah National Park, Luray, VA, US",38.594611666700004,-78.3742133333,Virginia,Ursus americanus,American Black Bear,Mammalia,Shenandoah National Park,VA,Shenandoah ,Shenandoah NP
10122,2019-12-01,"Saguaro National Park, Pima County, US-AZ, US",32.22764821,-110.65520465,Arizona,Mammalia,Mammals,Mammalia,Saguaro National Park,AZ,Saguaro ,Saguaro NP
10123,2019-11-25,"Yosemite National Park, Yosemite National Park, CA, US",37.7473333333,-119.5962916667,California,Lynx rufus,Bobcat,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
10124,2019-11-03,"Glacier National Park, Flathead County, US-MT, US",48.7257995003,-113.88756806629999,Montana,Canis,Wolves and Dogs,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
10125,2019-07-19,"Grand Teton National Park, Jackson, WY, US",43.6553216667,-110.7357633333,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10126,2000-04-28,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.0948481452,-112.1366093933,Arizona,Ovis canadensis,Bighorn Sheep,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10127,2019-09-19,"Yosemite National Park, Groveland, CA, US",37.9274666667,-119.36636499999999,California,Odocoileus hemionus californicus,California Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
10128,2019-12-02,"Grand Canyon National Park, Grand Canyon, AZ, US",36.0616695,-112.192025,Arizona,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10129,2019-08-01,"Yellowstone National Park, US",44.9314142867,-110.292147266,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10130,2019-09-30,"Badlands National Park, Long Valley, SD, US",43.75529167,-101.96360833,South Dakota,Ovis canadensis,Bighorn Sheep,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
