,observed_on,place_guess,latitude,longitude,place_state_name,scientific_name,common_name,iconic_taxon_name,park,state,ParkName,Park
9899,2018-05-24,"Yellowstone National Park, Teton County, US-WY, US",44.4126456218,-110.5032884873,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9900,2019-10-29,"Yosemite National Park, Yosemite National Park, CA, US",37.7475775637,-119.588810244,California,Canis latrans,Coyote,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9901,2019-10-31,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.786083221400006,-121.7353057861,Washington,Neotamias,Western Chipmunks,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
9902,2019-10-31,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.7860946655,-121.7353210449,Washington,Neotamias,Western Chipmunks,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
9903,2019-10-31,"Lassen, Lassen Volcanic National Park, Shasta County, US-CA, US",40.48150243,-121.50430478,California,Neotamias,Western Chipmunks,Mammalia,Lassen Volcanic National Park,CA,Lassen Volcanic ,Lassen Volcanic NP
9904,2019-11-01,"Joshua Tree National Park, Desert Hot Springs, CA, US",34.0147430643,-116.1845874572,California,Lepus californicus,Black-tailed Jackrabbit,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
9905,2019-11-01,"Clallam County, Olympic, Olympic National Park, US-WA, US",48.154078061899995,-124.723931551,Washington,Pinnipedia,Pinnipeds,Mammalia,Olympic National Park,WA,Olympic ,Olympic NP
9906,2008-06-18,"Yellowstone National Park, Park County, US-WY, US",44.6993256618,-110.4306967009,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9907,2019-11-02,"Yosemite National Park, Mariposa County, US-CA, US",37.7322406881,-119.55915285290001,California,Sciurus griseus,Western Gray Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9908,2018-07-08,"Glacier National Park, Babb, MT, US",48.81757,-113.5906533333,Montana,Vulpes vulpes,Red Fox,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
9909,2019-11-03,"Pinnacles National Park, Paicines, CA, US",36.47280833,-121.18747833,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
9910,2019-10-29,"Channel Islands National Park, CA, US",34.0418981318,-120.3595117508,California,Zalophus californianus,California Sea Lion,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9911,2019-01-03,"Death Valley National Park, Death Valley, CA, US",36.4414410746,-117.17531198409999,California,Canis latrans,Coyote,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
9912,2019-10-17,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.1166908451,-119.82054261549999,California,Urocyon littoralis,Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9913,2019-10-30,"Yellowstone National Park, Teton County, US-WY, US",44.466808845100005,-110.4838986993,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9914,2019-10-29,"Yellowstone National Park, US",44.570654132899996,-110.9860870529,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9915,2019-10-29,"Yellowstone National Park, Cody, WY, US",44.5644526792,-110.37553370639999,Wyoming,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9916,2019-11-01,"Pinnacles National Park, Paicines, CA, US",36.517446763,-121.13564895620001,California,Lynx rufus,Bobcat,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
9917,2019-11-05,"Shenandoah National Park, Syria, VA, US",38.5241288761,-78.4277639845,Virginia,Ursus americanus,American Black Bear,Mammalia,Shenandoah National Park,VA,Shenandoah ,Shenandoah NP
9918,2019-10-26,"Grand Teton National Park, Teton County, US-WY, US",43.75042473,-110.7283,Wyoming,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
9919,2019-11-05,"Shenandoah National Park, Sperryville, VA, US",38.631374989899996,-78.3218992951,Virginia,Ursus americanus,American Black Bear,Mammalia,Shenandoah National Park,VA,Shenandoah ,Shenandoah NP
9920,2019-09-04,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.0577583333,-112.14310549999999,Arizona,Otospermophilus variegatus,Rock Squirrel,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9921,2019-09-04,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.0575666667,-112.1431278333,Arizona,Neotamias dorsalis,Cliff Chipmunk,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9922,2015-06-22,"Yellowstone National Park, US",44.8300484762,-110.34128405780001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9923,2019-08-03,"Zion National Park, Zion, Washington County, US-UT, US",37.2127896239,-112.97283276190001,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
9924,2019-08-03,"Zion National Park, Zion, Washington County, US-UT, US",37.2127896239,-112.97283276190001,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
9925,2019-06-07,"Yellowstone National Park, Alta, WY, US",44.531230523999994,-110.8351182376,Wyoming,Canis latrans,Coyote,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9926,2019-06-17,"Yellowstone National Park, Alta, WY, US",44.39861637520001,-110.47810228370001,Wyoming,Antilocapra americana,Pronghorn,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9927,2019-10-26,"Yosemite National Park, Yosemite National Park, CA, US",37.831329107100004,-119.50259163129999,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9928,2019-11-06,"Death Valley National Park, Death Valley, CA, US",36.329445,-116.829705,California,Canis latrans,Coyote,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
9930,2019-11-07,"Badlands National Park, Wall, SD, US",43.8771533333,-102.238725,South Dakota,Ovis canadensis,Bighorn Sheep,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
9931,2019-11-02,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.8070659318,-120.1953393573,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9932,2019-11-02,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.822382337600004,-120.039090172,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9933,2019-10-22,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0091582018,-119.7313026423,California,Urocyon littoralis,Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9934,2019-11-05,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.0590471667,-112.1078111667,Arizona,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9935,2019-11-04,"Joshua Tree National Park, Desert Hot Springs, CA, US",33.992005,-116.0606833333,California,Sylvilagus audubonii,Desert Cottontail,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
9936,2019-11-05,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.059075,-112.10779450000001,Arizona,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9937,2018-06-15,"Yellowstone National Park, Park County, US-WY, US",44.6447886975,-110.5850280066,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9938,2018-06-15,"Yellowstone National Park, Park County, US-WY, US",44.74382864,-110.5239172974,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9939,2019-11-06,"Death Valley National Park, Death Valley, CA, US",36.33300833,-116.82343333,California,Canis latrans,Coyote,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
9940,2019-11-03,"Grand Teton National Park, Jackson, WY, US",43.6962645734,-110.73193064899999,Wyoming,Vulpes vulpes,Red Fox,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
9941,2019-11-08,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.6102714539,-118.75249481200001,California,Odocoileus hemionus,Mule Deer,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
9942,2018-07-22,"Yosemite National Park, Yosemite National Park, CA, US",37.7416333333,-119.56987,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9943,2017-07-11,"Yellowstone National Park, Park County, US-WY, US",44.7842012046,-110.5093851087,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9945,2005-07-21,"Yellowstone National Park, US",44.882685416499996,-110.3010895908,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9946,2019-10-27,"Joshua Tree National Park, Desert Hot Springs, CA, US",34.01166945,-116.168275,California,Lepus californicus,Black-tailed Jackrabbit,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
9947,2019-11-09,"Grand Teton National Park, Jackson, WY, US",43.6724579841,-110.5972530751,Wyoming,Mammalia,Mammals,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
9948,2019-07-08,"Yellowstone National Park, Alta, WY, US",44.5179805662,-110.74515169290001,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9949,2007-07-25,"Yellowstone National Park, Teton County, US-WY, US",44.321237286599995,-110.72536123569999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9950,2019-10-21,"Yosemite National Park, Yosemite National Park, CA, US",37.74674667,-119.58998000000001,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9952,2019-11-10,"Cuyahoga Valley National Park, Cuyahoga Falls, OH, US",41.18610333,-81.58072833,Ohio,Blarina brevicauda,Northern Short-tailed Shrew,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
9953,2019-11-09,"Big Bend National Park, Alpine, TX, US",29.241229932800003,-103.2781535618,Texas,Odocoileus virginianus carminis,Sierra del Carmen White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
9954,2019-09-01,"Glacier National Park, Glacier County, US-MT, US",48.7399284634,-113.72022601030001,Montana,Ursus arctos horribilis,Grizzly Bear,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
9956,2019-10-22,"Everglades National Park, Monroe County, US-FL, US",25.1133681405,-80.92257014100001,Florida,Trichechus manatus latirostris,Florida Manatee,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
9957,2018-05-28,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.1617391455,-119.40067116200001,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9959,2019-11-10,"Congaree National Park, Gadsden, SC, US",33.817005,-80.82254167,South Carolina,Procyon lotor,Common Raccoon,Mammalia,Congaree National Park,SC,Congaree ,Congaree NP
9960,2019-11-04,"Big Bend National Park, Brewster County, US-TX, US",29.2664348577,-103.2466233715,Texas,Ursus americanus eremicus,East Mexican Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
9961,2019-11-08,"Pinnacles National Park, San Benito County, US-CA, US",36.495725,-121.14305,California,Urocyon cinereoargenteus,Gray Fox,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
9962,2018-09-05,"Rocky Mountain National Park, Estes Park, CO, US",40.3867409474,-105.6069062591,Colorado,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
9963,2018-09-05,"Rocky Mountain National Park, Estes Park, CO, US",40.393538954200004,-105.64087252270001,Colorado,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
9964,2019-11-10,"Joshua Tree National Park, Desert Hot Springs, CA, US",34.0222911956,-116.1765077525,California,Sylvilagus audubonii,Desert Cottontail,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
9965,2019-11-08,"Big Bend National Park, Brewster County, US-TX, US",29.22789606,-103.30393569,Texas,Odocoileus virginianus,White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
9966,2019-11-10,"Zion National Park, Zion, Washington County, US-UT, US",37.286705,-112.9502716667,Utah,Odocoileus hemionus,Mule Deer,Mammalia,Zion National Park,UT,Zion ,Zion NP
9967,2019-11-08,"Badlands National Park, Wall, SD, US",43.87970833,-102.23886999999999,South Dakota,Bison bison,American Bison,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
9968,2019-07-19,"Yellowstone National Park, US",44.4042356163,-110.82381222129999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
9969,2019-11-10,"Canyonlands National Park, San Juan County, US-UT, US",38.310377807399995,-109.8563461472,Utah,Equus,Equines,Mammalia,Canyonlands National Park,UT,Canyonlands ,Canyonlands NP
9970,2019-11-07,"Mount Rainier National Park, Ashford, WA, US",46.7917533333,-121.7809966667,Washington,Ochotona princeps,American Pika,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
9971,2019-11-10,"Kings Canyon National Park, Shaver Lake, CA, US",36.7968583845,-118.5490757551,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
9972,2019-11-13,"Grand Canyon National Park, Williams, AZ, US",36.0676007999,-112.1343701241,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9973,2019-11-13,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.1402192871,-112.1044643542,Arizona,Ovis canadensis,Bighorn Sheep,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9974,2019-11-13,"Yosemite National Park, Groveland, CA, US",37.90976333,-119.28469667,California,Canis latrans,Coyote,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9975,2019-11-14,"Petrified Forest National Park, Concho, AZ, US",35.0769601716,-109.7944809963,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Petrified Forest National Park,AZ,Petrified Forest ,Petrified Forest NP
9976,2019-06-23,"Rocky Mountain National Park, Estes Park, CO, US",40.4024600029,-105.66478136209999,Colorado,Cervus canadensis,Wapiti,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
9977,2019-11-14,"Yosemite National Park, Yosemite National Park, CA, US",37.8153650475,-119.51274205819999,California,Odocoileus hemionus californicus,California Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
9979,2017-09-01,"Denali National Park, Denali County, US-AK, US",63.686791122200006,-149.0586948033,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
9981,2019-11-07,"Everglades National Park, Monroe County, US-FL, US",25.1109272954,-80.9233040915,Florida,Trichechus manatus latirostris,Florida Manatee,Mammalia,Everglades National Park,FL,Everglades ,Everglades NP
9983,2019-11-14,"Cuyahoga Valley National Park, Summit County, US-OH, US",41.216915181,-81.5268252842,Ohio,Tamias striatus,Eastern Chipmunk,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
9987,2016-02-23,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.9486475521,-120.00300892780001,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9988,2019-11-16,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",33.856278752600005,-119.60458049110001,California,Urocyon littoralis,Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
9989,2019-11-17,"Cuyahoga Valley National Park, Peninsula, OH, US",41.2119278938,-81.5734073537,Ohio,Leporidae,Hares and Rabbits,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
9990,2019-11-17,"Cuyahoga Valley National Park, Peninsula, OH, US",41.211933939299996,-81.57337272470001,Ohio,Sciuridae,Squirrels,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
9991,2019-11-17,"Cuyahoga Valley National Park, Peninsula, OH, US",41.2138357783,-81.5737343294,Ohio,Odocoileus virginianus,White-tailed Deer,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
9992,2019-07-30,"Denali National Park, Denali County, US-AK, US",63.192866520699994,-151.0262190649,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
9993,2019-11-16,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.105986449,-112.0392332952,Arizona,Ovis canadensis,Bighorn Sheep,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9994,2019-11-16,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",35.9967539739,-112.1222635824,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
9995,2017-08-04,"Denali National Park and Preserve, AK, US",63.1357176725,-151.5641506592,Alaska,Ovis dalli,Thinhorn Sheep,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
9996,2019-09-11,"Denali National Park, Denali County, US-AK, US",63.6414906307,-149.43734477110002,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
9997,2019-11-16,"Mount Rainier National Park, Ashford, WA, US",46.79359167,-121.77912833,Washington,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
9998,2019-11-13,"Joshua Tree National Park, Yucca Valley, CA, US",34.0736321789,-116.39020911610001,California,Canis latrans,Coyote,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
9999,2019-11-16,"Mount Rainier National Park, Ashford, WA, US",46.78727833,-121.77377,Washington,Ochotona princeps,American Pika,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
10000,2019-11-18,"Canyonlands National Park, San Juan County, US-UT, US",38.1487727259,-109.8154047318,Utah,Sylvilagus audubonii,Desert Cottontail,Mammalia,Canyonlands National Park,UT,Canyonlands ,Canyonlands NP
10001,2019-11-15,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.8302397896,-119.9874342953,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
10002,2019-11-15,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.9750533928,-119.9885030737,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
10003,2019-11-15,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.9568296356,-120.16536269459999,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
10004,2019-11-16,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.958039690999996,-120.111294038,California,Urocyon littoralis santarosae,Santa Rosa Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
10005,2019-11-17,"Big Bend National Park, Alpine, TX, US",29.2025689888,-103.22621078479999,Texas,Sylvilagus audubonii,Desert Cottontail,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10006,2019-11-15,"Big Bend National Park, Alpine, TX, US",29.132700929400002,-103.1894596646,Texas,Odocoileus hemionus,Mule Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10007,2019-11-17,"Big Bend National Park, Alpine, TX, US",29.1864429592,-103.23103600280001,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10008,2019-11-17,"Big Bend National Park, Alpine, TX, US",29.192577615300003,-103.22276832889999,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10009,2019-11-17,"Big Bend National Park, Alpine, TX, US",29.131561425900003,-103.313019343,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10010,2017-07-11,"Yellowstone National Park, US-WY, US",44.5761461426,-110.4820370642,Wyoming,Ovis canadensis,Bighorn Sheep,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10011,2008-08-22,"Great Sand Dunes National Park, Saguache County, US-CO, US",37.8067666667,-105.4860833333,Colorado,Ovis canadensis,Bighorn Sheep,Mammalia,Great Sand Dunes National Park,CO,Great Sand Dunes ,Great Sand Dunes NP & PRES
10012,2013-02-06,"Yellowstone National Park, Park County, US-MT, US",45.025733333299996,-110.7013666667,Montana,Antilocapra americana,Pronghorn,Mammalia,Yellowstone National Park,MT,Yellowstone ,Yellowstone NP
10013,2013-02-05,"Yellowstone National Park, US",44.9802727676,-110.0642506996,Wyoming,Ovis canadensis,Bighorn Sheep,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10014,2019-11-18,"Death Valley National Park, Inyo County, US-CA, US",36.6325277377,-116.9185906169,California,Ovis canadensis nelsoni,Desert Bighorn Sheep,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
10015,2019-11-19,"Yellowstone National Park, US",44.9115210451,-110.4123667208,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10016,2019-11-17,"Yellowstone National Park, US",44.866947086,-110.2104783855,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10017,2019-11-17,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.0803299125,-112.0719604962,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10018,2019-11-17,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.0922959283,-112.0885830966,Arizona,Lepus,Hares and Jackrabbits,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10019,2019-11-18,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.1331686027,-112.07333194889999,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10020,2019-11-18,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.1018113266,-112.0960661538,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
10021,2019-11-17,"Great Smoky Mountains National Park, Gatlinburg, TN, US",35.640055,-83.4393833333,Tennessee,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Great Smoky Mountains National Park,TN,Great Smoky Mountains ,Great Smoky Mountains NP
10022,2011-07-04,"Yellowstone National Park, Park County, US-WY, US",44.7705812694,-110.5536986025,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10023,2017-06-25,"Rocky Mountain National Park, Granby, CO, US",40.2545439246,-105.7989546667,Colorado,Alces alces,Moose,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
10024,2010-08-24,"Yellowstone National Park, Park County, US-WY, US",44.699568810200006,-110.55309893629999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10025,2019-11-22,"Grand Teton National Park, Jackson, WY, US",43.671079999999996,-110.59378000000001,Wyoming,Lynx rufus,Bobcat,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10026,2019-11-22,"Grand Teton National Park, Jackson, WY, US",43.6706026225,-110.5971647334,Wyoming,Lynx rufus,Bobcat,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10027,2019-11-22,"Grand Teton National Park, Jackson, WY, US",43.67242833,-110.59373667,Wyoming,Castor canadensis,American Beaver,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10028,2019-11-22,"Guadalupe Mountains National Park, Fort Hancock, TX, US",31.8828121044,-104.9232326433,Texas,Odocoileus hemionus,Mule Deer,Mammalia,Guadalupe Mountains National Park,TX,Guadalupe Mountains ,Guadalupe Mountains NP
10029,2019-10-10,"Grand Teton National Park, Moose, WY, US",43.6601727032,-110.645368733,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10030,2019-10-10,"Grand Teton National Park, Jackson, WY, US",43.7142263992,-110.72958719030001,Wyoming,Cervus canadensis,Wapiti,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10031,2019-10-08,"Grand Teton National Park, Jackson, WY, US",43.7030479491,-110.7341019725,Wyoming,Canis latrans,Coyote,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10032,2019-11-23,"Yosemite National Park, Yosemite National Park, CA, US",37.7498583333,-119.5904,California,Lynx rufus,Bobcat,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
10033,2019-11-23,"Grand Teton National Park, Jackson, WY, US",43.65093833,-110.73457167,Wyoming,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10034,2019-06-24,"Big Bend National Park, Brewster County, US-TX, US",29.2595602532,-103.29262468110001,Texas,Cervus canadensis,Wapiti,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
10035,2019-07-26,"Glacier National Park, Polebridge, MT, US",48.7045630689,-113.8113251493,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
10036,2019-07-20,"Yellowstone National Park, US",44.5284197959,-110.816371941,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
10037,2019-07-18,"Grand Teton National Park, Alta, WY, US",43.8231962842,-110.7405641515,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
10038,2019-07-26,"Glacier National Park, Essex, MT, US",48.6887210632,-113.7854715916,Montana,Urocitellus columbianus,Columbian Ground Squirrel,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
